ID_Cliente,Nome_Completo,Idade,Sexo,CPF,Estado,Cidade,Região,Tempo_de_Casa,Perfil_Investidor,Patrimonio_Total,Renda_Fixa,Acoes,FIIs,Cripto,ETFs,Tesouro,Valor_Pago_Corretora,Ativo
11322,Dr. Gabriel Silva,36,M,62.8.407.664-93,SP,Araújo Verde,Sudeste,1,Arrojado,3543010.17,10,54,24,32,5,10,17363.95,Inativo
11323,Stella Ribeiro,50,Não Informado,52.8.918.715-45,CE,da Conceição,Nordeste,12,Moderado,606388.75,3,35,24,10,3,0,2394.13,Inativo
11324,Luigi Moura,24,Não Informado,68.5.694.648-19,RS,da Conceição Grande,Sul,17,Arrojado,1230636.5,7,59,39,16,18,3,7018.62,Ativo
11325,Marcos Vinicius Vieira,35,Não Informado,60.9.601.692-88,PR,Carvalho,Sul,17,Moderado,865688.21,5,33,27,5,4,17,4501.02,Inativo
11326,Joana Viana,38,Não Informado,43.2.414.712-41,AL,Nunes,Nordeste,3,Arrojado,5017640.83,28,28,21,39,33,11,33196.35,Pendente
11327,Nicole Cavalcanti,64,F,75.8.159.482-33,SP,Novaes da Praia,Sudeste,17,Moderado,926309.86,27,26,10,4,13,1,3455.71,Inativo
11328,Isis Peixoto,30,Pendente,73.5.320.922-47,MG,Fogaça,Sudeste,4,Moderado,524373.14,18,26,23,9,8,0,4402.74,Ativo
11329,Gabriel Teixeira,72,Pendente,87.5.693.903-50,PR,Mendes Paulista,Sul,16,Arrojado,4379632.6,9,43,7,14,34,15,35293.13,Pendente
11330,Kaique Ramos,59,M,38.7.563.238-91,RJ,da Luz,Sudeste,8,Moderado,871115.9,24,13,16,9,5,15,6998.98,Inativo
11331,Enrico Ferreira,76,Pendente,20.3.424.759-08,PR,Pires do Norte,Sul,11,Moderado,289250.12,28,7,13,4,2,16,2535.99,Inativo
11332,Ana Julia Cardoso,57,Não Informado,81.1.198.448-00,PR,Moraes de Nascimento,Sul,15,Arrojado,8405057.75,25,22,30,24,13,5,70809.03,Pendente
11333,Thales Gonçalves,39,Não Informado,57.9.692.822-88,RJ,Pereira das Flores,Sudeste,6,Arrojado,3234522.24,28,32,7,16,4,18,30321.24,Inativo
11334,Natália Fogaça,22,Pendente,81.4.149.342-62,RS,Souza,Sul,12,Conservador,99996.43,48,22,22,1,0,49,522.52,Ativo
11335,Yasmin Monteiro,18,Não Informado,30.3.674.500-97,SC,Costa de Barros,Sul,16,Arrojado,5011110.94,17,3,10,17,39,17,30646.62,Inativo
11336,João Pedro Correia,72,F,10.8.287.203-20,MA,Fernandes,Nordeste,10,Moderado,423102.06,28,9,38,8,3,6,2315.75,Inativo
11337,Davi da Cunha,62,F,14.9.950.365-20,PR,Mendes,Sul,17,Arrojado,3267355.87,17,34,39,38,25,16,18207.55,Pendente
11338,Kamilly Alves,63,Pendente,20.6.027.798-12,SP,Monteiro do Galho,Sudeste,16,Arrojado,6107008.4,5,56,39,12,5,3,32244.26,Ativo
11339,Sr. Davi Moreira,25,Não Informado,58.8.593.158-59,MG,Jesus,Sudeste,2,Conservador,194209.72,59,39,7,4,11,2,1296.74,Ativo
11340,Leandro Aragão,71,Não Informado,02.3.808.695-02,SP,Teixeira do Galho,Sudeste,12,Arrojado,1128651.76,12,5,10,19,13,4,2757.22,Inativo
11341,Luiz Otávio Novaes,68,M,25.4.722.973-03,SP,Teixeira,Sudeste,10,Moderado,726591.99,13,28,32,0,4,3,5124.26,Pendente
11342,Esther Martins,30,Não Informado,63.2.132.008-08,RS,Lopes de Pires,Sul,6,Conservador,25519.46,4,3,3,6,17,3,131.92,Ativo
11343,Ana Pinto,19,Pendente,59.8.907.795-52,AM,Pinto,Norte,10,Arrojado,3643434.0,7,54,7,28,34,15,23360.13,Inativo
11344,Dra. Alana Azevedo,51,Pendente,80.9.101.056-77,RO,Dias de Barros,Norte,7,Arrojado,9156106.02,19,50,6,22,35,2,31888.25,Inativo
11345,Isabella Azevedo,28,F,16.1.226.777-79,RJ,Rezende de Freitas,Sudeste,5,Conservador,130670.07,56,25,27,5,3,1,547.57,Pendente
11346,Eloah da Rosa,78,Não Informado,11.6.237.880-80,SP,Jesus,Sudeste,2,Conservador,101402.12,61,28,18,8,14,30,268.04,Inativo
11347,Rafaela Ramos,39,Não Informado,59.5.429.068-70,RS,Martins,Sul,15,Arrojado,5557221.14,7,19,20,36,5,12,54583.85,Ativo
11348,Sr. Carlos Eduardo da Paz,39,Não Informado,00.9.916.391-89,RJ,da Mota,Sudeste,5,Moderado,361766.16,16,15,2,8,10,16,2410.73,Ativo
11349,Enzo Carvalho,55,F,91.5.465.378-99,SP,Cunha de Rodrigues,Sudeste,9,Arrojado,8376872.09,14,48,24,28,21,19,54659.83,Ativo
11350,Pedro Henrique Pereira,46,Não Informado,09.4.041.031-10,RJ,Castro,Sudeste,15,Arrojado,6758935.15,30,2,30,10,28,18,47953.41,Ativo
11351,Isabella Duarte,41,Não Informado,85.8.640.999-53,PR,Aragão Grande,Sul,15,Moderado,604152.59,15,9,14,5,4,13,3318.7,Pendente
11352,Renan Barros,79,Pendente,45.7.788.843-20,SP,Melo,Sudeste,14,Conservador,161414.16,35,28,5,3,11,38,672.51,Pendente
11353,Gabrielly da Costa,73,Não Informado,87.8.255.593-12,SP,da Rocha da Serra,Norte,10,Moderado,789408.18,8,19,19,2,10,7,6022.8,Ativo
11354,Augusto Pires,32,Não Informado,67.6.082.188-27,RJ,Ribeiro do Amparo,Norte,6,Conservador,187530.99,8,11,33,6,13,9,1690.9,Ativo
11355,Dra. Esther Peixoto,32,Não Informado,69.5.613.488-88,SP,Azevedo,Sudeste,6,Arrojado,3381942.14,18,56,23,21,30,17,19687.0,Ativo
11356,Daniel Aragão,56,Pendente,56.7.840.514-40,CE,Carvalho,Nordeste,4,Conservador,22638.13,14,32,10,8,12,2,161.22,Ativo
11357,Julia Silva,70,Pendente,90.5.117.657-03,PI,Ribeiro,Nordeste,4,Conservador,87934.22,28,24,3,5,11,21,645.28,Inativo
11358,Daniela Jesus,53,F,59.1.772.401-62,SP,Cardoso,Sudeste,5,Conservador,58553.42,1,39,37,5,5,0,183.04,Inativo
11359,Maria Cecília Carvalho,78,Não Informado,99.2.863.020-88,SP,Pires dos Dourados,Sudeste,16,Moderado,502106.07,18,20,16,8,15,5,4410.61,Ativo
11360,Calebe Vieira,52,M,00.7.403.293-32,SP,Santos,Sudeste,9,Moderado,594998.38,30,13,27,0,8,17,5838.26,Ativo
11361,Lucas Gabriel Cardoso,58,Pendente,81.0.029.440-23,RJ,Cavalcanti do Oeste,Sudeste,1,Moderado,866347.65,12,38,16,0,7,4,7741.97,Ativo
11362,Nicolas Fogaça,22,M,85.3.581.080-33,PI,Teixeira,Nordeste,11,Moderado,741101.96,20,32,30,8,12,3,4597.63,Ativo
11363,Lucas Gabriel Peixoto,70,M,17.5.862.943-64,SP,Fogaça,Sudeste,18,Arrojado,2548933.43,20,8,5,19,5,9,14851.07,Ativo
11364,Emanuella Pinto,51,F,21.7.498.810-04,PI,Moura,Nordeste,2,Arrojado,4512920.58,26,16,13,3,3,3,26817.52,Pendente
11365,Srta. Maria Alice Souza,61,F,15.0.431.621-55,SP,Teixeira do Oeste,Sudeste,13,Moderado,959737.87,14,38,34,4,1,14,8992.9,Inativo
11366,Lucas Dias,69,F,60.2.489.974-24,RS,Gomes de Melo,Sul,5,Arrojado,2171820.38,3,5,14,7,18,10,14394.19,Ativo
11367,Henrique Porto,22,F,52.2.693.811-06,MG,Porto,Sudeste,19,Arrojado,1663760.84,17,56,37,17,4,0,9460.25,Inativo
11368,Sofia Ramos,78,Pendente,54.0.115.923-40,MG,Costa,Sudeste,6,Arrojado,4213237.29,20,28,1,8,19,11,23555.44,Inativo
11369,Dra. Maria Vitória Viana,36,F,10.7.941.908-04,SP,Pires,Sudeste,18,Arrojado,8815350.16,14,38,37,37,13,18,70707.3,Ativo
11370,Felipe da Mota,40,Não Informado,15.9.191.548-10,SP,Pires do Galho,Sudeste,13,Conservador,164871.12,34,8,26,2,12,42,1549.42,Inativo
11371,Bianca Cavalcanti,63,F,72.4.441.473-08,SC,Moraes Paulista,Sul,4,Arrojado,4616577.06,10,3,12,28,39,3,12700.53,Inativo
11372,Enzo Gabriel Pires,41,Não Informado,66.5.185.861-09,SP,Porto,Sudeste,12,Conservador,119990.97,8,31,3,6,5,33,450.04,Inativo
11373,Pietra Aragão,51,M,29.7.321.726-14,SP,Cavalcanti Paulista,Sudeste,19,Arrojado,1179470.71,17,42,19,0,13,12,10024.08,Ativo
11374,Sra. Maria Cecília Teixeira,26,Não Informado,79.1.235.116-72,SP,Cardoso do Oeste,Sudeste,4,Moderado,415520.38,13,3,3,9,5,8,1260.52,Inativo
11375,Diogo da Costa,19,M,98.1.068.964-04,TO,Moura,Norte,15,Arrojado,5651143.79,7,21,37,28,37,13,37002.31,Ativo
11376,João Farias,50,Não Informado,50.8.323.924-80,SP,Santos,Sudeste,15,Arrojado,2839224.61,5,56,14,18,35,10,15498.55,Ativo
11377,Giovanna Mendes,38,M,08.0.039.768-12,RJ,Santos da Mata,Sudeste,9,Moderado,876293.85,15,27,37,5,4,2,2525.29,Ativo
11378,Gustavo Henrique da Costa,78,Não Informado,39.9.283.683-50,MG,Almeida,Sudeste,3,Conservador,46235.38,66,36,19,6,17,11,205.87,Pendente
11379,Maria Vitória Rodrigues,70,Pendente,95.0.288.027-77,SP,Ramos das Pedras,Sudeste,12,Arrojado,7207777.25,3,52,26,28,30,11,40693.02,Inativo
11380,Bernardo Nunes,66,M,85.0.061.114-61,MG,Nogueira dos Dourados,Sudeste,16,Arrojado,8474397.97,23,55,28,3,28,18,50047.2,Inativo
11381,Nathan da Mata,27,Não Informado,50.7.559.838-23,SP,Teixeira de da Mota,Sudeste,14,Conservador,98111.95,56,10,20,10,7,20,723.21,Pendente
11382,Raquel Azevedo,70,Não Informado,48.7.157.904-28,SP,Silveira de Barbosa,Sudeste,10,Conservador,22197.92,10,20,26,3,2,19,85.78,Pendente
11383,Luiza Teixeira,27,Não Informado,90.5.058.679-15,BA,Aragão,Nordeste,1,Conservador,16731.79,12,2,22,1,19,10,46.88,Ativo
11384,Sabrina Silva,56,F,96.0.776.042-59,SP,Farias,Sudeste,13,Conservador,177864.07,44,27,22,3,17,26,1121.0,Inativo
11385,André Cavalcanti,27,Pendente,18.3.178.855-18,SP,Nunes,Sudeste,12,Moderado,618810.51,16,11,36,1,1,5,5853.13,Inativo
11386,Guilherme Almeida,18,F,09.1.827.703-52,RJ,Cardoso,Sudeste,18,Conservador,48923.48,51,36,22,9,9,21,320.4,Inativo
11387,Sr. Theo Nascimento,75,Não Informado,72.7.110.596-42,BA,Novaes do Amparo,Nordeste,10,Conservador,71030.36,61,4,32,7,2,25,619.19,Ativo
11388,Igor Oliveira,74,Pendente,69.3.037.488-16,RJ,da Luz,Sudeste,6,Moderado,447373.47,7,22,2,6,9,7,2344.48,Inativo
11389,Sarah Melo,68,Não Informado,46.8.587.899-01,SP,Moreira,Sudeste,18,Arrojado,2113916.89,11,22,38,36,5,4,6160.18,Ativo
11390,Isis Rezende,68,Não Informado,66.0.764.722-78,SP,Santos da Prata,Norte,2,Conservador,93693.8,30,19,24,7,5,36,666.48,Pendente
11391,Vitor Gabriel Moura,68,Não Informado,40.3.069.458-60,SP,Ferreira do Amparo,Sudeste,11,Conservador,10254.93,45,3,7,2,9,43,30.6,Ativo
11392,Alexandre Araújo,20,Não Informado,51.5.548.674-28,SP,Teixeira,Sudeste,6,Conservador,171731.66,51,21,39,5,8,3,984.3,Ativo
11393,Srta. Clarice Jesus,31,Não Informado,23.6.836.222-37,SP,Porto,Sudeste,1,Moderado,905239.32,5,18,31,8,17,16,3762.02,Pendente
11394,Gustavo da Luz,70,Pendente,06.7.349.271-05,RS,da Mota do Galho,Sul,17,Arrojado,9828859.48,19,27,20,37,4,6,37646.35,Ativo
11395,Ana Carolina Costa,25,M,59.2.067.573-00,RJ,Rezende,Sudeste,10,Arrojado,4948680.95,0,20,21,26,14,8,29183.1,Pendente
11396,Rafael Fogaça,36,Não Informado,79.6.304.507-12,SC,Teixeira,Sul,14,Arrojado,1066217.37,15,37,22,7,36,14,8088.43,Inativo
11397,Arthur Nunes,79,M,05.0.527.389-60,AL,Lopes do Amparo,Nordeste,13,Conservador,139817.32,62,31,37,3,17,45,363.27,Ativo
11398,Nina Mendes,42,Não Informado,80.8.122.916-70,SP,Rezende,Sudeste,10,Conservador,172849.17,9,0,13,2,11,13,705.78,Ativo
11399,Davi da Costa,24,Pendente,53.3.221.380-89,SP,Rodrigues,Sudeste,3,Conservador,180487.07,59,23,33,5,13,44,733.33,Inativo
11400,Ian Viana,71,M,53.9.963.604-28,SP,Melo,Sudeste,5,Arrojado,2500066.99,2,45,4,34,5,6,14952.44,Ativo
11401,Davi da Mata,64,Não Informado,99.5.679.902-55,SC,Fogaça,Sul,5,Conservador,149226.24,44,6,25,9,14,18,1429.85,Ativo
11402,Alícia Dias,67,Não Informado,64.2.716.190-35,MG,Cardoso,Sudeste,6,Moderado,388674.23,10,35,31,10,19,7,3518.13,Ativo
11403,Srta. Letícia Teixeira,61,Pendente,28.1.952.925-93,RJ,Caldeira,Sudeste,5,Conservador,195934.25,45,33,32,5,14,15,547.94,Ativo
11404,Gabriela Alves,20,Não Informado,79.2.909.202-03,SP,Freitas Grande,Centro-Oeste,5,Moderado,729929.61,5,13,16,0,10,2,5706.59,Ativo
11405,Matheus Moreira,29,Não Informado,77.9.203.653-76,MG,Moreira do Norte,Sudeste,14,Moderado,220830.08,5,2,35,10,11,14,780.04,Ativo
11406,Maria Sophia da Mota,69,Não Informado,37.0.411.536-30,TO,Almeida,Norte,7,Conservador,70392.27,3,39,22,3,12,37,206.13,Inativo
11407,Dra. Sabrina Souza,37,M,44.8.911.320-00,RO,Costela,Norte,10,Moderado,963330.31,13,8,14,2,15,8,4309.45,Inativo
11408,Gabriel Costa,58,M,51.3.233.539-09,SP,Barbosa,Sudeste,3,Conservador,130616.48,34,26,30,7,8,3,1155.7,Ativo
11409,Ana Luiza Almeida,53,Não Informado,61.5.888.821-44,SP,Lopes do Amparo,Sudeste,19,Moderado,662104.84,4,2,28,4,14,1,4784.5,Inativo
11410,Cauã da Mota,58,Não Informado,32.0.929.019-90,RJ,Fernandes do Sul,Sudeste,4,Conservador,139261.75,38,1,40,9,8,20,1023.68,Inativo
11411,Emilly Castro,69,F,36.9.254.008-61,SP,Cavalcanti do Campo,Sudeste,1,Conservador,98412.12,26,8,27,2,2,4,886.72,Inativo
11412,Diego da Cunha,41,Não Informado,59.9.586.413-05,RJ,Correia de Goiás,Sudeste,13,Conservador,157519.45,16,17,31,6,7,36,425.69,Inativo
11413,Srta. Sofia Moura,26,M,87.9.565.257-48,SP,Cardoso,Sudeste,19,Arrojado,3302900.49,17,7,20,13,32,1,9135.52,Inativo
11414,Felipe da Luz,73,Não Informado,10.8.459.200-22,SP,da Cruz,Sudeste,9,Conservador,137805.62,3,34,26,3,15,37,885.75,Inativo
11415,Enrico Cunha,19,Pendente,27.3.707.744-30,SP,Santos do Campo,Sudeste,2,Moderado,560746.15,19,14,17,1,16,11,3290.39,Inativo
11416,Luiz Felipe Dias,32,M,21.4.096.641-47,SP,Azevedo da Serra,Sudeste,10,Moderado,464177.62,25,36,18,4,12,9,4410.71,Ativo
11417,Theo Fogaça,44,F,11.5.995.136-50,PI,Novaes,Nordeste,15,Moderado,371877.43,21,27,3,3,3,13,2166.18,Pendente
11418,Benjamin Cardoso,71,Não Informado,88.7.845.981-07,RJ,das Neves Grande,Sudeste,4,Arrojado,9827270.99,12,45,9,13,33,4,34213.53,Ativo
11419,Isaac Rocha,65,Não Informado,35.0.891.624-33,RJ,da Luz da Prata,Sudeste,8,Conservador,174132.97,43,17,13,3,4,8,1476.64,Ativo
11420,Pietro Farias,18,Pendente,98.2.133.048-70,MG,Costa da Mata,Sudeste,6,Arrojado,9797462.79,13,41,30,36,22,18,28127.54,Ativo
11421,Srta. Mariane Rezende,68,Não Informado,43.3.538.174-33,MG,Rodrigues,Sudeste,14,Moderado,752489.28,24,34,24,10,11,9,7492.72,Ativo
11422,Anthony Cavalcanti,22,Não Informado,95.5.496.129-41,SP,Cavalcanti,Sudeste,1,Moderado,526238.94,28,2,19,8,10,12,2145.95,Inativo
11423,Emanuel Correia,55,M,47.7.557.072-29,RJ,Porto do Norte,Sudeste,19,Arrojado,6376983.78,12,27,33,16,15,13,15696.59,Ativo
11424,Evelyn Correia,76,Pendente,28.2.546.246-23,RJ,Jesus,Sudeste,12,Conservador,116772.89,5,7,35,2,10,6,818.24,Pendente
11425,Manuela Cunha,24,Pendente,02.9.181.500-61,SP,Oliveira,Sudeste,12,Conservador,111813.23,26,1,18,4,16,31,436.71,Inativo
11426,Isabel Nascimento,61,Não Informado,94.6.365.324-49,SP,Araújo,Sudeste,7,Moderado,402877.07,24,1,11,7,1,5,2536.83,Inativo
11427,Paulo Vieira,28,Não Informado,78.9.292.264-42,PR,da Luz,Sul,1,Moderado,554689.86,4,16,12,9,17,0,2827.13,Ativo
11428,Caroline Pinto,49,Não Informado,28.9.093.261-31,MT,da Conceição Verde,Centro-Oeste,18,Conservador,146065.4,34,32,21,3,19,27,659.36,Ativo
11429,Laís Costela,41,F,45.2.600.400-66,SP,Costela do Norte,Sudeste,3,Arrojado,4623484.11,9,56,0,27,27,6,45485.63,Inativo
11430,Gabrielly Nascimento,35,Pendente,97.4.908.255-98,SP,Oliveira dos Dourados,Sudeste,15,Conservador,15168.84,44,34,39,2,11,49,82.65,Inativo
11431,Srta. Sophie Pereira,57,Não Informado,57.1.185.631-61,SP,Cardoso de da Conceição,Sudeste,15,Moderado,448073.62,25,35,16,5,10,2,1815.94,Ativo
11432,Gabriela Fogaça,22,F,87.5.604.282-58,MG,Castro,Sudeste,14,Moderado,870531.85,30,38,12,8,15,0,6742.55,Inativo
11433,João Felipe Porto,59,Não Informado,63.4.116.834-90,SP,Martins,Sudeste,18,Arrojado,5404533.55,1,15,13,21,37,4,41133.06,Ativo
11434,Felipe da Cunha,51,F,43.0.204.985-54,RJ,Ramos do Norte,Sudeste,18,Moderado,752776.63,15,9,38,7,13,6,6527.3,Ativo
11435,Catarina Aragão,42,Não Informado,65.9.758.338-84,SP,Pereira da Prata,Sudeste,10,Arrojado,9450733.65,5,47,10,21,14,19,78986.16,Pendente
11436,Maria Clara Pinto,42,Não Informado,43.4.243.375-36,PR,da Mata,Sul,18,Arrojado,5823910.97,30,14,9,33,12,2,46929.72,Pendente
11437,Theo Cunha,50,Não Informado,91.3.696.360-75,PR,Viana,Sul,9,Conservador,104096.25,41,32,32,5,4,46,960.9,Inativo
11438,Dr. Augusto Fogaça,48,Não Informado,67.6.671.709-24,MG,da Conceição,Sudeste,6,Arrojado,2778799.11,28,44,36,21,2,4,24805.75,Ativo
11439,Kevin Nogueira,49,Pendente,57.5.484.791-23,RS,Lopes do Norte,Sul,5,Moderado,361865.03,4,6,5,4,1,7,3195.05,Inativo
11440,Dr. Vinicius Costela,21,Não Informado,42.8.492.434-69,RJ,Mendes,Sudeste,18,Moderado,778696.2,22,5,37,4,11,15,2614.75,Inativo
11441,Emanuella Silveira,67,Não Informado,41.4.814.139-45,TO,Aragão,Norte,2,Moderado,452128.24,17,13,12,0,18,17,3007.02,Inativo
11442,Gustavo Melo,66,Não Informado,68.5.964.477-09,SP,Pires,Sudeste,8,Arrojado,7222488.16,13,28,30,27,3,1,49109.17,Inativo
11443,Gustavo Henrique Ribeiro,67,Não Informado,03.2.855.064-74,RJ,Mendes,Sudeste,16,Moderado,927456.32,10,7,27,7,19,8,7988.36,Pendente
11444,Sra. Fernanda Rezende,53,Pendente,53.8.433.181-07,MA,Rocha,Nordeste,5,Moderado,781635.38,26,36,22,7,14,5,7367.76,Ativo
11445,Ana Vitória da Cunha,21,Pendente,96.1.992.199-29,MG,Silva do Campo,Sudeste,5,Conservador,181416.37,51,8,21,3,1,28,1348.14,Pendente
11446,Enzo Gabriel Fogaça,63,Não Informado,63.1.397.461-13,SP,das Neves do Oeste,Sudeste,6,Conservador,97484.25,36,23,37,6,18,6,263.12,Pendente
11447,Emanuel Aragão,33,F,95.3.816.516-00,SP,Peixoto,Sudeste,13,Moderado,912336.22,20,32,28,11,1,7,8662.77,Pendente
11448,Lívia Silva,49,Não Informado,18.0.575.318-51,SP,da Rocha,Sudeste,4,Moderado,946688.13,0,35,4,9,8,10,9404.72,Inativo
11449,Theo da Luz,71,Não Informado,98.2.934.853-96,RS,Santos,Sul,19,Conservador,163488.11,49,34,18,7,14,31,747.95,Inativo
11450,Srta. Amanda Moreira,30,Não Informado,71.6.505.847-84,MG,Ferreira Alegre,Sudeste,18,Moderado,611073.38,23,22,20,5,12,14,5743.54,Ativo
11451,Alana da Mota,76,Não Informado,95.0.137.858-63,RJ,Fernandes do Norte,Sudeste,9,Conservador,133442.42,42,6,16,1,15,9,647.47,Ativo
11452,Isabella Pinto,45,Pendente,68.2.522.049-70,RJ,Moreira de Minas,Sudeste,9,Moderado,438488.83,24,33,40,9,3,18,3054.01,Pendente
11453,Sofia Fernandes,28,F,69.2.881.806-99,SP,Monteiro,Sudeste,13,Arrojado,1450622.83,19,41,28,5,5,5,10385.07,Inativo
11454,Gustavo Jesus,52,Pendente,08.0.048.781-80,SP,Aragão,Sudeste,3,Moderado,605837.42,27,17,3,3,16,12,3641.37,Ativo
11455,Dr. Ian Moreira,59,Não Informado,59.4.512.149-50,SP,Carvalho da Serra,Sudeste,7,Arrojado,6574960.11,22,5,40,37,4,11,19648.82,Inativo
11456,Cecília Cardoso,44,Não Informado,14.2.423.497-26,BA,Porto,Nordeste,15,Moderado,784291.26,14,35,13,3,12,6,4685.36,Inativo
11457,Esther Gonçalves,27,Não Informado,32.1.355.168-64,SP,Costela da Serra,Sudeste,19,Conservador,12609.03,3,30,4,10,4,40,118.91,Ativo
11458,Eduarda da Conceição,31,F,93.1.533.880-40,RJ,Santos dos Dourados,Sudeste,9,Arrojado,8020506.21,15,1,31,30,19,17,71182.51,Ativo
11459,Davi Lucas Pires,44,M,95.5.346.531-59,SP,das Neves do Sul,Sudeste,6,Moderado,321391.09,15,2,12,7,9,6,2970.48,Inativo
11460,Paulo Martins,31,Pendente,95.1.018.914-60,SP,Aragão Verde,Sudeste,14,Moderado,266476.01,28,33,30,3,3,1,2211.1,Inativo
11461,Leonardo Teixeira,32,Não Informado,52.8.055.755-20,DF,Gomes de Minas,Centro-Oeste,1,Conservador,7858.1,50,7,10,2,18,19,24.19,Inativo
11462,Catarina Viana,39,Não Informado,27.2.180.166-00,SP,Santos,Sudeste,3,Conservador,148493.17,34,36,11,10,10,38,732.98,Ativo
11463,André Mendes,20,M,89.1.707.379-40,SP,Monteiro,Sudeste,10,Arrojado,6210008.3,8,4,24,11,12,11,32498.01,Pendente
11464,Calebe Costa,28,Pendente,35.6.962.452-85,MG,Nascimento da Serra,Sudeste,11,Moderado,360375.1,28,32,7,6,8,1,1453.2,Inativo
11465,Bruno Pinto,46,Não Informado,92.3.871.799-00,MG,Moura da Praia,Sudeste,11,Conservador,116796.95,50,12,17,7,15,3,459.36,Ativo
11466,Pedro Lucas Pereira,68,Não Informado,22.5.975.078-82,MG,Almeida,Sudeste,13,Moderado,456981.85,23,6,28,9,12,6,4400.93,Ativo
11467,Evelyn da Mota,32,F,42.4.666.920-23,MG,Lopes,Sudeste,12,Moderado,533932.81,14,11,33,4,2,3,1561.37,Ativo
11468,Bruno Monteiro,31,Não Informado,87.3.853.561-09,RJ,Gonçalves do Sul,Sudeste,13,Arrojado,8603260.02,30,26,18,12,18,5,46236.25,Ativo
11469,Marina Moreira,35,Não Informado,86.3.322.821-18,PA,Nunes Verde,Norte,6,Moderado,889519.93,6,6,25,4,17,12,4729.24,Inativo
11470,Francisco Nogueira,53,M,36.4.028.779-72,SP,da Rocha de Mendes,Sudeste,14,Moderado,456898.84,0,16,24,1,3,10,4382.63,Ativo
11471,Ryan Santos,52,F,41.9.123.026-32,SP,Nogueira,Sudeste,6,Moderado,340557.57,21,0,36,6,15,10,1263.81,Ativo
11472,João Lucas Ribeiro,79,Não Informado,66.2.824.626-49,SP,Ferreira de Castro,Sudeste,7,Moderado,607896.9,1,0,14,12,17,1,3471.81,Ativo
11473,Ana Vitória Pereira,40,Não Informado,31.0.344.183-51,SP,Peixoto das Flores,Sudeste,10,Conservador,149592.18,68,34,12,7,2,39,1353.88,Ativo
11474,Dr. João Lima,67,M,11.0.930.545-14,SP,Novaes,Sudeste,6,Arrojado,2592265.07,10,28,2,7,25,14,11618.3,Inativo
11475,João Pedro Moraes,34,Pendente,14.9.011.845-47,GO,Silva das Flores,Centro-Oeste,4,Conservador,79706.73,54,23,15,0,1,28,720.21,Pendente
11476,Ana Sophia Cardoso,74,Não Informado,54.7.308.684-55,PR,Pereira,Sul,11,Moderado,510045.91,6,4,20,5,6,3,1634.84,Pendente
11477,Laís Nogueira,68,M,02.2.010.117-53,SP,da Mata,Sudeste,14,Moderado,247723.52,0,37,34,1,18,11,635.49,Ativo
11478,Melissa Oliveira,77,F,32.5.562.273-54,SP,Dias,Sudeste,2,Conservador,14600.0,36,17,35,1,1,38,79.19,Ativo
11479,Eduardo Pereira,76,M,53.8.868.174-23,SP,Santos,Sudeste,10,Moderado,233637.22,25,20,17,3,0,8,858.6,Inativo
11480,João Felipe Peixoto,42,Não Informado,38.4.124.768-75,RJ,Souza,Sudeste,5,Arrojado,3753249.92,14,45,11,7,26,4,16757.21,Ativo
11481,Maria Vitória Gomes,30,Não Informado,41.4.361.307-78,MG,Porto de Gonçalves,Sudeste,17,Moderado,647303.61,33,40,37,6,5,10,3497.64,Inativo
11482,Sarah da Rosa,72,Não Informado,10.9.202.196-59,MG,Farias,Sudeste,12,Arrojado,9207680.7,3,28,4,39,21,10,55044.68,Ativo
11483,Srta. Ana Sophia Barros,76,F,59.9.675.757-51,PR,Teixeira de Pereira,Sul,1,Arrojado,3519297.92,8,41,17,21,31,20,15554.83,Inativo
11484,Stella Barbosa,24,Não Informado,17.6.380.696-09,SP,da Rosa da Mata,Sudeste,14,Moderado,696826.58,30,17,14,9,1,13,6180.87,Ativo
11485,Sr. Emanuel Melo,46,Pendente,41.8.643.113-20,SP,Pereira,Sudeste,13,Moderado,836726.64,13,38,13,2,6,2,7505.51,Inativo
11486,Dra. Mirella Moreira,33,Não Informado,17.2.867.201-55,SP,Viana do Norte,Sudeste,2,Arrojado,1797327.61,28,45,17,21,39,4,8736.62,Ativo
11487,Julia Cavalcanti,54,Não Informado,23.3.340.103-68,RS,Nascimento da Mata,Sul,10,Moderado,735368.78,3,13,28,1,16,13,4117.05,Inativo
11488,Isis Almeida,28,Pendente,41.4.762.540-10,MG,Porto das Flores,Sudeste,5,Arrojado,2368726.64,16,31,23,13,32,19,13984.09,Inativo
11489,Yasmin Araújo,80,F,07.4.501.612-06,RJ,Nascimento,Sudeste,19,Arrojado,7836375.9,9,59,32,13,28,4,77883.74,Ativo
11490,Rafael da Cunha,45,Não Informado,56.6.278.989-42,TO,Costela da Prata,Norte,14,Conservador,83671.81,31,2,18,7,15,11,663.07,Inativo
11491,Juliana da Luz,63,Não Informado,18.8.287.128-64,MG,Sales,Sudeste,1,Conservador,5819.3,16,39,3,9,8,28,15.03,Pendente
11492,Marina da Conceição,47,Pendente,98.8.439.584-53,SP,Ramos,Sudeste,19,Conservador,159842.82,20,13,17,5,7,2,771.0,Ativo
11493,Joana Mendes,79,F,52.3.339.598-35,SP,Peixoto dos Dourados,Sudeste,13,Conservador,198397.96,39,4,13,10,1,13,795.05,Inativo
